Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,player_norm,player_fl,club_norm,birth_year_fb,market_value_eur,player_id,dob,age,join_method
gabriel hachen,ar ARG,"MF,FW",Platense,33,1990,2.5,0,0,0.7,0.0,5,2,70,111,63.06,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,gabriel hachen,gabriel hachen,platense,1990,,,nan,,
gabriel hauche,ar ARG,"MF,FW",Sarmiento,37,1986,4.8,0,1,1.0,0.7,9,1,69,119,57.98,12,9,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0,gabriel hauche,gabriel hauche,sarmiento,1986,,,nan,,
gabriel neves,uy URU,"MF,FW",Independiente,26,1997,0.6,0,0,0.0,0.4,0,0,33,41,80.49,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,gabriel neves,gabriel neves,independiente,1997,2000000,454181,1997-08-11,28,first+last+birth_year
gabriel rojas,ar ARG,"DF,MF",Racing Club,26,1997,16.9,1,1,1.0,1.2,17,5,569,799,71.21,29,20,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,gabriel rojas,gabriel rojas,racing club,1997,3000000,471639,1997-06-22,28,key+birth_year
galvan vittar,ar ARG,FW,Cen. Córdoba–SdE,19,2004,0.3,0,0,0.0,0.0,0,0,5,12,41.67,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,galvan vittar,galvan vittar,cen cordoba sde,2004,,,nan,,
gary medel,cl CHI,"DF,MF",Boca Juniors,36,1987,6.2,0,0,0.0,0.1,1,0,396,425,93.18,8,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0,gary medel,gary medel,boca juniors,1987,,,nan,,
gaspar duarte,ar ARG,"FW,MF",Rosario Central,21,2003,5.0,0,3,0.0,0.8,2,1,70,113,61.95,1,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,gaspar duarte,gaspar duarte,rosario central,2003,1000000,1297988,2003-01-06,22,key+birth_year
gaston benavidez,ar ARG,DF,Talleres,28,1995,22.9,1,4,2.9,2.9,21,5,985,1258,78.3,48,34,32,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,gaston benavidez,gaston benavidez,talleres,1995,,,nan,,
gaston benedetti,ar ARG,DF,Estudiantes–LP,22,2001,15.7,1,0,1.1,0.4,10,5,697,921,75.68,32,19,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,gaston benedetti,gaston benedetti,estudiantes lp,2001,1800000,843156,2001-03-29,24,first+last+birth_year
gaston campi,ar ARG,DF,San Lorenzo,32,1991,23.6,1,1,0.8,0.4,9,2,930,1153,80.66,27,20,19,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,gaston campi,gaston campi,san lorenzo,1991,,,nan,,
gaston emanuel moreyra,ar ARG,MF,Godoy Cruz,24,1999,4.2,0,1,0.1,0.5,3,0,124,184,67.39,6,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,gaston emanuel moreyra,gaston moreyra,godoy cruz,1999,,,nan,,
gaston gil romero,ar ARG,MF,Ind. Rivadavia,30,1993,0.8,1,0,0.2,0.0,1,1,22,31,70.97,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,gaston gil romero,gaston romero,ind rivadavia,1993,,,nan,,
gaston gomez,ar ARG,GK,San Lorenzo,27,1996,16.0,0,0,0.0,0.0,0,0,271,431,62.88,1,1,0,0,13.0,0.81,51.0,39.0,78.4,5.0,31.3,2.0,2.0,0.0,0.0,13.6,0.25,1.6,0.1,93.0,242.0,38.4,288.0,39.0,51.7,41.5,6.0,2.6,6.0,0.38,11.3,True,27.0,gaston gomez,gaston gomez,san lorenzo,1996,,,nan,,
gaston lodico,ar ARG,MF,Instituto,25,1998,24.0,1,6,1.9,3.6,32,4,1193,1479,80.66,48,29,24,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,gaston lodico,gaston lodico,instituto,1998,3800000,563878,1998-05-28,27,first+last+birth_year
gaston martirena,uy URU,"DF,MF",Racing Club,24,2000,21.7,3,5,1.0,4.8,29,6,721,1020,70.69,37,27,30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,gaston martirena,gaston martirena,racing club,2000,6000000,744324,2000-01-05,25,key+birth_year
gaston sauro,ar ARG,DF,Sarmiento,33,1990,7.0,0,0,0.2,0.0,4,1,110,142,77.46,5,1,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,gaston sauro,gaston sauro,sarmiento,1990,,,nan,,
gaston suso,ar ARG,DF,Platense,32,1991,27.0,0,0,0.9,0.1,17,2,435,625,69.6,36,25,19,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,gaston suso,gaston suso,platense,1991,350000,469776,1991-03-12,34,first+last+birth_year
gaston veron,ar ARG,"FW,MF",Arg Juniors,22,2001,10.0,0,0,2.3,0.9,37,6,165,239,69.04,8,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,gaston veron,gaston veron,arg juniors,2001,2000000,564001,2001-04-23,24,first+last+birth_year
german conti,ar ARG,"DF,MF",Racing Club,29,1994,2.2,0,0,0.0,0.1,0,0,62,81,76.54,6,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,german conti,german conti,racing club,1994,250000,284321,1994-06-03,31,first+last+birth_year
german pezzella,ar ARG,DF,River Plate,32,1991,8.9,0,0,0.4,0.5,10,2,449,533,84.24,8,7,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,german pezzella,german pezzella,river plate,1991,1300000,113133,1991-06-27,34,key+birth_year
geronimo heredia,ar ARG,"MF,DF",Belgrano,18,2005,7.5,1,0,1.1,0.1,12,4,190,272,69.85,26,15,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,geronimo heredia,geronimo heredia,belgrano,2005,500000,1173433,2005-02-09,20,key+birth_year
geronimo montivero,ar ARG,DF,Godoy Cruz,18,2005,0.2,0,0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,geronimo montivero,geronimo montivero,godoy cruz,2005,,,nan,,
geronimo rivera,ar ARG,"FW,MF",Banfield,20,2003,8.8,1,2,2.8,1.5,21,6,99,177,55.93,15,5,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,geronimo rivera,geronimo rivera,banfield,2003,,,nan,,
gian nardelli,ar ARG,DF,Tigre,23,2000,7.9,0,0,0.0,0.5,0,0,322,418,77.03,7,5,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,gian nardelli,gian nardelli,tigre,2000,,,nan,,
gianluca ferrari,ar ARG,DF,Atlé Tucumán,26,1997,11.4,2,1,1.1,1.0,9,2,277,361,76.73,28,22,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,gianluca ferrari,gianluca ferrari,atle tucuman,1997,500000,340507,1997-06-30,28,first+last+birth_year
gino peruzzi,ar ARG,DF,Atlé Tucumán,31,1992,2.5,1,1,0.3,0.1,1,1,80,109,73.39,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,gino peruzzi,gino peruzzi,atle tucuman,1992,,,nan,,
giovani chiaverano,ar ARG,"FW,MF",Newell's OB,18,2005,2.7,0,1,0.4,0.4,9,3,31,68,45.59,2,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,giovani chiaverano,giovani chiaverano,newell s ob,2005,150000,1192376,2005-05-21,20,first+last+birth_year
giovanni bogado,py PAR,FW,Rosario Central,22,2001,0.4,0,0,0.0,0.0,0,0,17,21,80.95,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,giovanni bogado,giovanni bogado,rosario central,2001,,,nan,,
giuliano cerato,ar ARG,DF,Instituto,25,1998,14.8,0,1,0.5,0.9,12,3,440,755,58.28,29,18,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,giuliano cerato,giuliano cerato,instituto,1998,,,nan,,
gonzalo abrego,ar ARG,MF,Godoy Cruz,24,2000,14.6,3,0,1.9,0.6,27,8,414,558,74.19,34,20,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,gonzalo abrego,gonzalo abrego,godoy cruz,2000,2000000,836493,2000-01-07,25,first+last+birth_year
gonzalo alvez,ar ARG,"FW,MF",Ind. Rivadavia,20,2003,2.6,0,1,0.1,1.0,3,0,61,81,75.31,8,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,gonzalo alvez,gonzalo alvez,ind rivadavia,2003,,,nan,,
gonzalo bravo,ar ARG,"MF,FW",Deportivo Riestra,33,1990,4.0,1,0,1.1,0.8,6,3,59,95,62.11,13,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,gonzalo bravo,gonzalo bravo,deportivo riestra,1990,,,nan,,
gonzalo goni,ar ARG,DF,Barracas Central,25,1998,17.2,0,0,0.5,0.2,8,3,463,593,78.08,28,19,29,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,gonzalo goni,gonzalo goni,barracas central,1998,500000,594104,1998-08-16,27,first+last+birth_year
gonzalo lujan,ar ARG,DF,San Lorenzo,22,2001,14.7,0,0,0.4,0.1,8,1,513,754,68.04,29,17,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,gonzalo lujan,gonzalo lujan,san lorenzo,2001,,,nan,,
gonzalo marinelli,ar ARG,GK,Ind. Rivadavia,34,1989,5.0,0,0,0.0,0.0,0,0,71,121,58.68,0,0,0,0,2.0,0.4,10.0,8.0,90.0,3.0,60.0,1.0,1.0,0.0,0.0,3.4,0.25,1.4,0.28,25.0,70.0,35.7,70.0,11.0,51.4,40.5,3.0,4.1,3.0,0.6,14.8,True,34.0,gonzalo marinelli,gonzalo marinelli,ind rivadavia,1989,75000,91815,1989-02-07,36,first+last+birth_year
gonzalo maroni,ar ARG,"MF,FW",Tigre,24,1999,19.1,3,4,3.8,2.7,47,12,661,917,72.08,28,21,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,gonzalo maroni,gonzalo maroni,tigre,1999,2800000,441385,1999-03-18,26,first+last+birth_year
gonzalo morales,ar ARG,"FW,DF",Unión,20,2003,6.6,3,0,2.2,0.1,14,5,53,84,63.1,3,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,gonzalo morales,gonzalo morales,union,2003,1200000,1064936,2003-03-04,22,first+last+birth_year
gonzalo nicolas martinez,ar ARG,"MF,FW",River Plate,30,1993,2.6,1,4,1.4,2.1,11,5,103,150,68.67,9,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,gonzalo nicolas martinez,gonzalo martinez,river plate,1993,1000000,281405,1993-06-13,32,first+last+club+birth_year
gonzalo perez,uy URU,"MF,DF",Lanús,23,2001,14.1,0,0,0.9,0.1,4,2,555,704,78.84,36,23,15,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,gonzalo perez,gonzalo perez,lanus,2001,700000,799594,2001-01-04,24,key+birth_year
gonzalo requena,ar ARG,DF,Instituto,20,2003,24.9,2,0,0.9,0.0,11,3,602,857,70.25,28,14,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,gonzalo requena,gonzalo requena,instituto,2003,2200000,1120902,2003-03-04,22,first+last+birth_year
gonzalo rios,ar ARG,"MF,FW",Ind. Rivadavia,25,1999,7.3,1,0,0.8,0.1,15,5,140,175,80.0,15,12,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,gonzalo rios,gonzalo rios,ind rivadavia,1999,1200000,907834,1999-01-27,26,first+last+birth_year
gonzalo trindade,ar ARG,DF,Cen. Córdoba–SdE,19,2004,4.0,0,0,0.0,0.0,0,0,124,161,77.02,23,19,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,gonzalo trindade,gonzalo trindade,cen cordoba sde,2004,125000,1203750,2004-05-14,21,first+last+birth_year
gregorio rodriguez,ar ARG,"FW,MF",Instituto,24,2000,13.3,4,1,2.0,2.3,29,10,184,281,65.48,15,8,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,gregorio rodriguez,gregorio rodriguez,instituto,2000,,,nan,,
guido carrillo,ar ARG,FW,Estudiantes–LP,32,1991,13.2,7,1,5.8,0.8,34,18,239,361,66.2,6,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,guido carrillo,guido carrillo,estudiantes lp,1991,350000,184672,1991-05-25,34,first+last+birth_year
guido herrera,ar ARG,GK,Talleres,31,1992,26.0,0,0,0.0,0.0,0,0,570,803,70.98,1,1,2,0,26.0,1.0,90.0,65.0,75.6,11.0,42.3,4.0,4.0,0.0,0.0,21.9,0.22,-3.1,-0.12,177.0,396.0,44.7,622.0,72.0,50.5,41.1,29.0,7.2,18.0,0.69,11.9,True,31.0,guido herrera,guido herrera,talleres,1992,2000000,230014,1992-02-29,33,key+birth_year
guido mainero,ar ARG,"FW,MF",Platense,28,1995,18.7,4,1,3.1,1.7,27,12,328,563,58.26,27,16,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,guido mainero,guido mainero,platense,1995,1800000,441270,1995-03-23,30,key+birth_year
guillermo acosta,ar ARG,MF,Atlé Tucumán,35,1988,23.0,0,2,0.9,2.4,22,3,708,999,70.87,27,15,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,guillermo acosta,guillermo acosta,atle tucuman,1988,200000,422917,1988-07-01,37,first+last+birth_year
guillermo balzi,ar ARG,MF,Newell's OB,22,2001,0.8,0,0,0.0,0.1,0,0,22,27,81.48,2,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,guillermo balzi,guillermo balzi,newell s ob,2001,,,nan,,
guillermo benitez,ar ARG,DF,Huracán,30,1993,14.0,0,0,0.5,1.2,7,1,330,497,66.4,31,14,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,guillermo benitez,guillermo benitez,huracan,1993,,,nan,,
guillermo burdisso,ar ARG,DF,Huracán,35,1988,3.9,0,0,0.0,0.0,1,0,126,172,73.26,2,1,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,guillermo burdisso,guillermo burdisso,huracan,1988,,,nan,,
guillermo enrique,ar ARG,DF,Banfield,23,2000,3.4,0,0,0.0,0.2,2,0,65,121,53.72,11,6,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,guillermo enrique,guillermo enrique,banfield,2000,,,nan,,
guillermo matias fernandez,ar ARG,MF,Boca Juniors,32,1991,18.8,0,0,0.1,1.4,4,0,942,1119,84.18,58,41,14,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,guillermo matias fernandez,guillermo fernandez,boca juniors,1991,,,nan,,
guillermo may,uy URU,FW,Newell's OB,25,1998,1.3,0,0,0.5,0.1,7,2,16,23,69.57,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,guillermo may,guillermo may,newell s ob,1998,,,nan,,
guillermo pereira,ar ARG,MF,Deportivo Riestra,30,1994,6.4,1,0,0.7,0.8,5,5,131,209,62.68,20,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,guillermo pereira,guillermo pereira,deportivo riestra,1994,,,nan,,
gustavo albarracin,ar ARG,MF,Talleres,17,2006,2.5,1,1,0.2,0.1,2,1,54,72,75.0,4,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,gustavo albarracin,gustavo albarracin,talleres,2006,,,nan,,
gustavo benitez,ar ARG,DF,Deportivo Riestra,37,1986,0.8,0,0,0.0,0.0,0,0,6,9,66.67,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0,gustavo benitez,gustavo benitez,deportivo riestra,1986,,,nan,,
gustavo bou,ar ARG,FW,Talleres,33,1990,1.1,0,1,0.0,0.4,1,0,27,40,67.5,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,gustavo bou,gustavo bou,talleres,1990,,,nan,,
gustavo canto,ar ARG,DF,Gimnasia–LP,29,1994,4.2,0,0,0.0,0.0,0,0,132,171,77.19,18,11,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,gustavo canto,gustavo canto,gimnasia lp,1994,,,nan,,
gustavo fernandez,ar ARG,FW,Deportivo Riestra,33,1990,5.0,0,0,0.2,0.3,5,2,82,138,59.42,5,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,gustavo fernandez,gustavo fernandez,deportivo riestra,1990,,,nan,,
gustavo velasquez,py PAR,DF,Newell's OB,32,1991,23.0,0,1,1.0,0.8,18,4,757,1007,75.17,36,22,23,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,gustavo velasquez,gustavo velasquez,newell s ob,1991,,,nan,,
hector david martinez,py PAR,DF,River Plate,26,1998,0.1,0,0,0.0,0.0,0,0,11,15,73.33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,hector david martinez,hector martinez,river plate,1998,,,nan,,
hector fertoli,ar ARG,"MF,FW",Huracán,29,1994,10.6,4,0,2.0,1.3,12,4,332,474,70.04,20,10,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,hector fertoli,hector fertoli,huracan,1994,600000,424024,1994-12-03,30,first+last+birth_year
hernan de la fuente,ar ARG,DF,Huracán,27,1997,16.3,1,0,0.6,0.3,12,2,440,611,72.01,36,19,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,hernan de la fuente,hernan fuente,huracan,1997,500000,552628,1997-01-07,28,key+birth_year
hernan galindez,ec ECU,GK,Huracán,36,1987,24.0,0,0,0.0,0.0,0,0,497,803,61.89,1,1,0,0,14.0,0.58,67.0,53.0,80.6,13.0,54.2,1.0,1.0,0.0,0.0,18.6,0.27,4.6,0.19,111.0,392.0,28.3,612.0,76.0,45.8,40.4,23.0,6.4,8.0,0.33,10.2,True,36.0,hernan galindez,hernan galindez,huracan,1987,350000,77127,1987-03-30,38,key+birth_year
ian glavinovich,ar ARG,DF,Newell's OB,22,2001,6.0,0,0,0.0,0.0,0,0,253,309,81.88,8,4,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,ian glavinovich,ian glavinovich,newell s ob,2001,,,nan,,
ian subiabre,ar ARG,MF,River Plate,17,2007,0.1,0,0,0.0,0.0,1,0,2,3,66.67,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,ian subiabre,ian subiabre,river plate,2007,1200000,1074969,2007-01-01,18,key+birth_year
ignacio arce,ar ARG,GK,Deportivo Riestra,31,1992,25.0,0,1,0.0,0.1,0,0,415,868,47.81,1,0,1,0,25.0,1.0,115.0,90.0,81.7,12.0,48.0,4.0,4.0,0.0,0.0,33.3,0.26,8.3,0.33,250.0,684.0,36.5,641.0,33.0,76.8,51.5,40.0,7.0,28.0,1.12,14.4,True,31.0,ignacio arce,ignacio arce,deportivo riestra,1992,1000000,131206,1992-02-08,33,first+last+birth_year
ignacio chicco,ar ARG,GK,Belgrano,27,1996,7.3,0,0,0.0,0.0,0,0,181,236,76.69,0,0,0,0,8.0,1.1,25.0,17.0,68.0,2.0,28.6,0.0,0.0,0.0,0.0,7.0,0.29,-1.0,-0.14,29.0,79.0,36.7,191.0,34.0,30.4,31.5,9.0,8.0,10.0,1.37,14.9,True,27.0,ignacio chicco,ignacio chicco,belgrano,1996,400000,503329,1996-06-30,29,key+birth_year
ignacio fernandez,ar ARG,"MF,FW",River Plate,34,1990,7.5,1,3,1.1,0.6,13,5,408,526,77.57,17,12,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,ignacio fernandez,ignacio fernandez,river plate,1990,,,nan,,
ignacio galvan,ar ARG,DF,Racing Club,21,2002,0.1,0,0,0.0,0.0,1,0,4,7,57.14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,ignacio galvan,ignacio galvan,racing club,2002,150000,863140,2002-09-06,23,first+last+birth_year
ignacio maestro puch,ar ARG,FW,Independiente,20,2003,2.4,1,0,1.7,0.4,6,4,35,55,63.64,5,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,ignacio maestro puch,ignacio puch,independiente,2003,,,nan,,
ignacio miramon,ar ARG,MF,Boca Juniors,20,2003,8.8,0,0,0.1,1.1,3,0,323,409,78.97,26,16,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,ignacio miramon,ignacio miramon,boca juniors,2003,1500000,836518,2003-06-12,22,key+birth_year
ignacio pussetto,ar ARG,FW,Huracán,28,1995,5.0,5,1,3.3,0.8,17,7,71,112,63.39,7,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,ignacio pussetto,ignacio pussetto,huracan,1995,2200000,283528,1995-12-21,29,first+last+birth_year
ignacio rodriguez,ar ARG,"MF,FW",Banfield,21,2002,18.9,3,1,2.9,2.0,25,6,363,548,66.24,38,20,24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,ignacio rodriguez,ignacio rodriguez,banfield,2002,1700000,881014,2002-02-22,23,first+last+birth_year
ignacio russo,ar ARG,FW,Instituto,23,2000,12.6,5,1,6.0,1.5,29,14,162,267,60.67,9,6,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,ignacio russo,ignacio russo,instituto,2000,2500000,833130,2000-12-13,24,first+last+birth_year
ignacio schor,ar ARG,"FW,MF",Platense,23,2000,5.5,1,0,0.3,0.7,8,1,85,138,61.59,5,3,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,ignacio schor,ignacio schor,platense,2000,800000,840760,2000-08-04,25,key+birth_year
ignacio tapia,ar ARG,MF,Belgrano,19,2004,0.7,0,0,0.2,0.0,2,2,14,17,82.35,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,ignacio tapia,ignacio tapia,belgrano,2004,25000,850434,2004-09-01,21,first+last+birth_year
ignacio vazquez,ar ARG,DF,Platense,26,1997,24.0,0,0,0.5,1.1,15,4,530,798,66.42,49,36,27,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,ignacio vazquez,ignacio vazquez,platense,1997,3000000,552635,1997-06-15,28,key+birth_year
iker muniain,es ESP,"MF,FW",San Lorenzo,31,1992,9.9,3,1,2.6,1.1,6,1,385,447,86.13,16,11,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,iker muniain,iker muniain,san lorenzo,1992,,,nan,,
iker zufiaurre,ar ARG,MF,Boca Juniors,18,2005,0.1,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,iker zufiaurre,iker zufiaurre,boca juniors,2005,,,nan,,
imanol segovia,ar ARG,DF,Ind. Rivadavia,22,2001,0.1,0,0,0.0,0.0,0,0,6,7,85.71,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,imanol segovia,imanol segovia,ind rivadavia,2001,,,nan,,
ivan buhajeruk,ar ARG,FW,Deportivo Riestra,23,2000,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,ivan buhajeruk,ivan buhajeruk,deportivo riestra,2000,,,nan,,
ivan gomez,ar ARG,"MF,FW",Platense,26,1997,7.6,0,0,0.3,0.1,8,0,161,224,71.88,17,9,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,ivan gomez,ivan gomez,platense,1997,1800000,459318,1997-02-28,28,first+last+birth_year
ivan leguizamon,py PAR,"FW,MF",San Lorenzo,21,2002,15.7,3,1,3.3,1.4,30,9,271,475,57.05,30,23,25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,ivan leguizamon,ivan leguizamon,san lorenzo,2002,,,nan,,
ivan marcone,ar ARG,MF,Independiente,33,1990,22.5,0,1,0.9,0.9,10,2,808,1014,79.68,49,36,12,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,ivan marcone,ivan marcone,independiente,1990,700000,90451,1990-06-03,35,key+birth_year
ivan morales bravo,cl CHI,FW,Sarmiento,24,1999,14.5,3,0,3.3,0.5,28,13,169,259,65.25,10,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,ivan morales bravo,ivan bravo,sarmiento,1999,350000,461608,1999-07-29,26,fuzzy(100.0)
ivan pillud,ar ARG,DF,Racing Club,37,1986,0.2,0,0,0.0,0.0,0,0,3,7,42.86,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0,ivan pillud,ivan pillud,racing club,1986,25000,77720,1986-04-24,39,first+last+birth_year
ivan tapia,ar ARG,"MF,FW",Barracas Central,25,1998,13.8,0,2,0.5,1.5,16,4,371,522,71.07,12,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,ivan tapia,ivan tapia,barracas central,1998,1200000,697405,1998-11-23,26,key+birth_year
ivan villalba,py PAR,DF,Ind. Rivadavia,29,1995,18.6,2,2,1.2,0.8,11,3,428,640,66.88,25,16,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,ivan villalba,ivan villalba,ind rivadavia,1995,500000,312562,1995-01-19,30,first+last+birth_year
jabes saralegui,ar ARG,"MF,DF",Boca Juniors,21,2003,4.4,1,0,0.9,0.3,8,3,98,140,70.0,7,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,jabes saralegui,jabes saralegui,boca juniors,2003,3000000,1174943,2003-04-12,22,first+last+birth_year
jalil elias,sy SYR,MF,Vélez Sarsfield,27,1996,7.8,0,0,0.4,0.4,4,0,357,459,77.78,20,14,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,jalil elias,jalil elias,velez sarsfield,1996,1700000,376859,1996-04-25,29,first+last+birth_year
jaminton campaz,co COL,"FW,MF",Rosario Central,23,2000,12.2,3,1,1.8,1.3,32,8,328,488,67.21,28,19,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,jaminton campaz,jaminton campaz,rosario central,2000,6000000,491553,2000-05-24,25,key+birth_year
javier marcelo correa,ar ARG,FW,Estudiantes–LP,31,1992,3.5,1,1,0.9,0.7,13,6,44,66,66.67,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,javier marcelo correa,javier correa,estudiantes lp,1992,,,nan,,
