Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,player_norm,player_fl,club_norm,dob_fb,birth_year_fb,market_value_eur,player_id,dob,age,join_method
saleh al harthi,sa KSA,MF,Al Okhdood SC,28,1995,0.5,0,0,1,1,0.0,0.0,0.0,0.0,2,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,saleh al harthi,saleh harthi,al okhdood sc,1995,1995.0,75000,950528,1995-08-10,30,first+last+birth_year
saleh al ohaymid,sa KSA,GK,Al-Raed,26,1998,1.3,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,3.05,7.0,3.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,26.0,saleh al ohaymid,saleh ohaymid,al raed,1998,1998.0,,,nan,,
saleh al-amri,sa KSA,"MF,FW",Al-Raed,30,1993,29.8,6,3,55,27,0.0,0.0,0.0,0.0,26,0.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,saleh al amri,saleh amri,al raed,1993,1993.0,550000,229940,1993-10-14,32,first+last+birth_year
saleh al-shehri,sa KSA,FW,Al-Ittihad,30,1993,4.5,4,1,14,10,0.0,0.0,0.0,0.0,6,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,saleh al shehri,saleh shehri,al ittihad,1993,1993.0,600000,242267,1993-11-01,31,first+last+birth_year
saleh waheeb,sa KSA,MF,Al-Khaleej,21,2002,12.9,1,6,29,12,0.0,0.0,0.0,0.0,26,0.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,saleh waheeb,saleh waheeb,al khaleej,2002,2002.0,,,nan,,
salem al najdi,sa KSA,DF,Al-Nassr,21,2003,12.1,1,1,9,2,0.0,0.0,0.0,0.0,22,0.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,salem al najdi,salem najdi,al nassr,2003,2003.0,650000,970673,2003-01-27,22,first+last+birth_year
salem al-dawsari,sa KSA,MF,Al-Hilal,32,1991,30.9,15,15,86,39,0.0,0.0,0.0,0.0,38,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,salem al dawsari,salem dawsari,al hilal,1991,1991.0,1500000,195332,1991-08-19,34,first+last+birth_year
sami al-khaibari,sa KSA,DF,Al-Fayha,34,1989,19.5,0,0,7,1,0.0,0.0,0.0,0.0,16,0.0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,sami al khaibari,sami khaibari,al fayha,1989,1989.0,,,nan,,
sami al-najei,sa KSA,MF,Al-Nassr,27,1997,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,sami al najei,sami najei,al nassr,1997,1997.0,500000,434672,1997-02-07,28,first+last+birth_year
sanousi al hawsawi,sa KSA,DF,Damac,25,1998,9.3,0,0,4,1,0.0,0.0,0.0,0.0,10,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,sanousi al hawsawi,sanousi hawsawi,damac,1998,1998.0,150000,901083,1998-10-08,27,first+last+birth_year
sattam al ruqi,sa KSA,MF,Al-Fayha,22,2002,1.5,0,1,1,0,0.0,0.0,0.0,0.0,5,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,sattam al ruqi,sattam ruqi,al fayha,2002,2002.0,150000,1168839,2002-03-28,23,fuzzy_global(92.85714285714286)
saud al tumbukti,sa KSA,DF,Al-Riyadh SC,19,2005,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,saud al tumbukti,saud tumbukti,al riyadh sc,2005,2005.0,25000,1180066,2005-01-28,20,key+birth_year
saud bin zaydan,sa KSA,MF,Al-Riyadh SC,24,1999,3.7,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,saud bin zaydan,saud zaydan,al riyadh sc,1999,1999.0,125000,869499,1999-11-16,25,key+birth_year
saud salem,sa KSA,MF,Al Okhdood SC,18,2005,2.3,0,0,2,0,0.0,0.0,0.0,0.0,4,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,saud salem,saud salem,al okhdood sc,2005,2005.0,75000,1173786,2005-08-14,20,first+last+birth_year
saviour godwin,ng NGA,"MF,FW",Al Okhdood SC,27,1996,26.1,7,4,84,27,0.0,0.0,0.0,0.0,11,0.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,saviour godwin,saviour godwin,al okhdood sc,1996,1996.0,,,nan,,
seko fofana,ci CIV,MF,Al-Ettifaq,29,1995,10.6,0,0,22,4,0.0,0.0,0.0,0.0,13,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,seko fofana,seko fofana,al ettifaq,1995,1995.0,,,nan,,
sekou lega,fr FRA,"FW,MF",Al-Riyadh SC,21,2003,9.3,1,1,18,5,0.0,0.0,0.0,0.0,6,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,sekou lega,sekou lega,al riyadh sc,2003,2003.0,,,nan,,
sergej milinkovic-savic,rs SRB,MF,Al-Hilal,29,1995,30.2,12,6,79,32,0.0,0.0,0.0,0.0,28,0.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,sergej milinkovic savic,sergej savic,al hilal,1995,1995.0,17000000,266302,1995-02-27,30,first+last+birth_year
sofiane bendebka,dz ALG,MF,Al-Fateh,31,1992,30.9,12,1,63,28,0.0,0.0,0.0,0.0,30,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,sofiane bendebka,sofiane bendebka,al fateh,1992,1992.0,900000,248250,1992-08-09,33,first+last+birth_year
solomon midas,lr LBR,MF,Al-Raed,0,0,9.4,0,1,14,3,0.0,0.0,0.0,0.0,9,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,solomon midas,solomon midas,al raed,0,2024.0,,,nan,,
steven bergwijn,nl NED,"MF,FW",Al-Ittihad,26,1997,21.8,13,7,56,31,0.0,0.0,0.0,0.0,15,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,steven bergwijn,steven bergwijn,al ittihad,1997,1997.0,14000000,284165,1997-10-08,28,first+last+birth_year
suhayb al zaid,sa KSA,MF,Al-Fateh,19,2004,20.1,0,3,26,5,0.0,0.0,0.0,0.0,29,0.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,suhayb al zaid,suhayb zaid,al fateh,2004,2004.0,,,nan,,
sultan al shehri,sa KSA,"DF,MF",Al Kholood Saudi Club,29,1995,5.3,0,0,5,1,0.0,0.0,0.0,0.0,12,0.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,sultan al shehri,sultan shehri,al kholood saudi club,1995,1995.0,125000,1131860,1995-07-03,30,first+last+birth_year
sultan al-ghanam,sa KSA,DF,Al-Nassr,30,1994,24.6,2,1,20,4,0.0,0.0,0.0,0.0,15,0.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,sultan al ghanam,sultan ghanam,al nassr,1994,1994.0,2000000,435045,1994-05-06,31,fuzzy_global(96.96969696969697)
sultan fahran,sa KSA,MF,Al-Taawoun,27,1996,7.3,0,1,0,0,0.0,0.0,0.0,0.0,14,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,sultan fahran,sultan fahran,al taawoun,1996,1996.0,,,nan,,
sultan faqihi,sa KSA,DF,Damac,29,1995,0.7,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,sultan faqihi,sultan faqihi,damac,1995,1995.0,,,nan,,
sultan mendash,sa KSA,"MF,FW",Al-Taawoun,29,1994,16.9,3,1,26,6,0.0,0.0,0.0,0.0,22,0.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,sultan mendash,sultan mendash,al taawoun,1994,1994.0,375000,210349,1994-10-17,31,fuzzy_global(92.85714285714286)
sumaihan al-nabet,sa KSA,MF,Al-Ahli,28,1996,2.9,2,0,11,4,0.0,0.0,0.0,0.0,1,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,sumaihan al nabet,sumaihan nabet,al ahli,1996,1996.0,,,nan,,
suwailem al manhali,sa KSA,DF,Al-Riyadh SC,20,2004,3.2,0,0,0,0,0.0,0.0,0.0,0.0,7,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,suwailem al manhali,suwailem manhali,al riyadh sc,2004,2004.0,,,nan,,
talal al shubili,0,MF,Al-Riyadh SC,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,talal al shubili,talal shubili,al riyadh sc,0,2024.0,,,nan,,
talal haji,sa KSA,FW,Al-Riyadh SC,16,2007,3.1,1,0,4,1,0.0,0.0,0.0,0.0,1,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,16.0,talal haji,talal haji,al riyadh sc,2007,2007.0,800000,1145312,2007-09-16,18,key+birth_year
talisca,br BRA,"MF,FW",Al-Nassr,30,1994,8.4,6,0,43,18,0.0,0.0,0.0,0.0,4,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,talisca,talisca,al nassr,1994,1994.0,,,nan,,
tamim al shuqayran,0,DF,Al-Raed,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,tamim al shuqayran,tamim shuqayran,al raed,0,2024.0,,,nan,,
tarek hamed,eg EGY,MF,Damac,35,1988,6.0,0,0,4,1,0.0,0.0,0.0,0.0,2,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,tarek hamed,tarek hamed,damac,1988,1988.0,,,nan,,
tariq mohammed,sa KSA,MF,Damac,28,1995,19.4,0,0,7,0,0.0,0.0,0.0,0.0,26,0.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,tariq mohammed,tariq mohammed,damac,1995,1995.0,,,nan,,
thamer al khaibari,sa KSA,FW,Al-Ettifaq,18,2005,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,thamer al khaibari,thamer khaibari,al ettifaq,2005,2005.0,125000,1180693,2005-12-03,19,fuzzy_global(97.14285714285714)
thomas murg,at AUT,MF,Al-Khaleej,29,1994,12.2,1,0,18,7,0.0,0.0,0.0,0.0,9,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,thomas murg,thomas murg,al khaleej,1994,1994.0,,,nan,,
toze,pt POR,MF,Al-Riyadh SC,31,1993,31.1,5,4,56,24,0.0,0.0,0.0,0.0,49,0.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,toze,toze,al riyadh sc,1993,1993.0,3000000,203654,1993-01-14,32,key+birth_year
turki al ammar,sa KSA,MF,Al-Qadsiah,24,1999,23.2,4,6,56,19,0.0,0.0,0.0,0.0,14,0.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,turki al ammar,turki ammar,al qadsiah,1999,1999.0,1000000,31671,1999-09-24,26,first+last+birth_year
turki al ghumayl,sa KSA,MF,Al-Hilal,19,2005,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,turki al ghumayl,turki ghumayl,al hilal,2005,2005.0,,,nan,,
turki al madani,sa KSA,DF,Al-Ettifaq,16,2007,0.6,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,16.0,turki al madani,turki madani,al ettifaq,2007,2007.0,,,nan,,
unai hernandez,es ESP,MF,Al-Ittihad,19,2004,6.6,1,3,14,4,0.0,0.0,0.0,0.0,8,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,unai hernandez,unai hernandez,al ittihad,2004,2004.0,1500000,970633,2004-12-14,20,first+last+birth_year
vitinho,br BRA,"MF,FW",Al-Ettifaq,30,1993,22.1,6,6,57,21,0.0,0.0,0.0,0.0,24,0.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,vitinho,vitinho,al ettifaq,1993,1993.0,,,nan,,
vito van crooij,nl NED,"FW,MF",Al-Wehda,28,1996,0.3,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,vito van crooij,vito crooij,al wehda,1996,1996.0,,,nan,,
waleed al ahmad,sa KSA,DF,Al-Taawoun,25,1999,21.7,2,0,22,6,0.0,0.0,0.0,0.0,27,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,waleed al ahmad,waleed ahmad,al taawoun,1999,1999.0,550000,380205,1999-05-03,26,first+last+birth_year
waleed al-enezi,sa KSA,GK,Al-Fateh,28,1996,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,4.0,4.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,28.0,waleed al enezi,waleed enezi,al fateh,1996,1996.0,,,nan,,
waleed bakshween,sa KSA,MF,Al-Wehda,34,1989,19.4,0,0,9,0,0.0,0.0,0.0,0.0,28,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,waleed bakshween,waleed bakshween,al wehda,1989,1989.0,,,nan,,
wesley,br BRA,MF,Al-Nassr,19,2005,4.6,0,0,16,9,0.0,0.0,0.0,0.0,6,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,wesley,wesley,al nassr,2005,2005.0,4000000,1007378,2005-03-05,20,first+last+birth_year
wesley hoedt,nl NED,DF,Al-Shabab,30,1994,31.0,5,1,20,9,0.0,0.0,0.0,0.0,27,0.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,wesley hoedt,wesley hoedt,al shabab,1994,1994.0,1800000,253765,1994-03-06,31,first+last+birth_year
william troost-ekong,ng NGA,DF,Al Kholood Saudi Club,30,1993,31.7,2,1,22,5,0.0,0.0,0.0,0.0,14,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,william troost ekong,william ekong,al kholood saudi club,1993,1993.0,1500000,192875,1993-09-01,32,first+last+birth_year
yahya al-shehri,sa KSA,MF,Al-Riyadh SC,34,1990,19.4,1,1,8,4,0.0,0.0,0.0,0.0,16,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,yahya al shehri,yahya shehri,al riyadh sc,1990,1990.0,100000,150788,1990-06-26,35,key+birth_year
yahya naji,sa KSA,"FW,MF",Al-Wehda,25,1999,10.0,1,0,11,6,0.0,0.0,0.0,0.0,3,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,yahya naji,yahya naji,al wehda,1999,1999.0,150000,673933,1999-03-02,26,first+last+birth_year
yahya sunbul,sa KSA,"MF,DF",Al-Raed,26,1998,6.7,1,0,7,2,0.0,0.0,0.0,0.0,7,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,yahya sunbul,yahya sunbul,al raed,1998,1998.0,,,nan,,
yannick carrasco,be BEL,"FW,MF",Al-Shabab,30,1993,14.3,2,4,40,13,0.0,0.0,0.0,0.0,5,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,yannick carrasco,yannick carrasco,al shabab,1993,1993.0,7000000,140776,1993-09-04,32,first+last+birth_year
yaseen al zubaidi,sa KSA,"MF,FW",Al Okhdood SC,21,2003,8.7,0,0,17,1,0.0,0.0,0.0,0.0,4,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,yaseen al zubaidi,yaseen zubaidi,al okhdood sc,2003,2003.0,175000,1061025,2003-04-26,22,first+last+birth_year
yasser al-shahrani,sa KSA,DF,Al-Hilal,32,1992,4.3,0,0,1,0,0.0,0.0,0.0,0.0,5,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,yasser al shahrani,yasser shahrani,al hilal,1992,1992.0,750000,171915,1992-05-25,33,first+last+birth_year
yassine bounou,ma MAR,GK,Al-Hilal,33,1991,31.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,41.0,1.32,88.0,52.0,58.0,9.0,29.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,33.0,yassine bounou,yassine bounou,al hilal,1991,1991.0,5500000,207834,1991-04-05,34,first+last+birth_year
yazeid al bakr,sa KSA,DF,Al-Riyadh SC,28,1995,0.7,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,yazeid al bakr,yazeid bakr,al riyadh sc,1995,1995.0,,,nan,,
yoann barbet,fr FRA,DF,Al-Riyadh SC,31,1993,28.9,1,1,23,4,0.0,0.0,0.0,0.0,12,0.0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,yoann barbet,yoann barbet,al riyadh sc,1993,1993.0,1000000,159838,1993-05-10,32,key+birth_year
yousri bouzok,dz ALG,"FW,MF",Al-Raed,27,1996,18.9,1,6,31,8,0.0,0.0,0.0,0.0,13,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,yousri bouzok,yousri bouzok,al raed,1996,1996.0,,,nan,,
youssef amyn,iq IRQ,MF,Al-Wehda,20,2003,19.9,4,2,34,20,0.0,0.0,0.0,0.0,20,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,youssef amyn,youssef amyn,al wehda,2003,2003.0,,,nan,,
yunus al shanqity,sa KSA,MF,Al-Shabab,20,2004,0.5,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,yunus al shanqity,yunus shanqity,al shabab,2004,2004.0,,,nan,,
zaid al anazi,sa KSA,MF,Al Kholood Saudi Club,20,2004,0.5,0,0,2,1,0.0,0.0,0.0,0.0,2,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,zaid al anazi,zaid anazi,al kholood saudi club,2004,2004.0,,,nan,,
zakaria al hosawi,sa KSA,"DF,MF",Al-Raed,23,2001,17.9,0,5,12,2,0.0,0.0,0.0,0.0,30,0.0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,zakaria al hosawi,zakaria hosawi,al raed,2001,2001.0,,,nan,,
zaydou youssouf,km COM,MF,Al-Fateh,25,1999,16.0,0,1,14,2,0.0,0.0,0.0,0.0,30,0.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,zaydou youssouf,zaydou youssouf,al fateh,1999,1999.0,6000000,471582,1999-07-11,26,first+last+birth_year
zeyad al hunayti,sa KSA,DF,Al-Orobah,27,1997,3.9,1,0,2,1,0.0,0.0,0.0,0.0,6,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,zeyad al hunayti,zeyad hunayti,al orobah,1997,1997.0,,,nan,,
ziyad al jari,sa KSA,DF,Al-Fateh,22,2001,2.6,0,0,0,0,0.0,0.0,0.0,0.0,4,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,ziyad al jari,ziyad jari,al fateh,2001,2001.0,75000,901211,2001-11-15,23,first+last+birth_year
ziyad al johani,sa KSA,MF,Al-Ahli,22,2001,24.7,2,1,31,11,0.0,0.0,0.0,0.0,33,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,ziyad al johani,ziyad johani,al ahli,2001,2001.0,800000,901079,2001-11-11,23,first+last+birth_year
ziyad al-sahafi,sa KSA,DF,Al-Riyadh SC,29,1994,1.1,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,ziyad al sahafi,ziyad sahafi,al riyadh sc,1994,1994.0,375000,421391,1994-10-17,31,first+last+birth_year
